Unique donor ID,Total donations in 2017,Total donations in 2018,Total donations in 2019,Total donations in 2020,Total donations in 2021,Totan donations in 2022,Total donations in 2023,Amount of first donation,Date of first donation,Was their first donation an automatically-recurring transaction?,Amount of last donation,Date of last donation,Year with the most dollars donated,Highest amount donated in one year
0035d00006OxGw7AAF,$0.00,$0.00,$0.00,$350.00,$0.00,$0.00,$0.00,$350.00,1/1/2021,0,$350.00,1/1/2021,2020,$350.00
0031Y00006GyHO5QAN,$0.00,$0.00,$0.00,$150.00,$900.00,$100.00,$0.00,$150.00,12/31/2020,0,$100.00,9/7/2022,2021,$900.00
0035d00006OxJOWAA3,$0.00,$0.00,$0.00,$160.51,$0.00,$0.00,$0.00,$37.65,2/28/2020,0,$15.61,12/28/2020,2020,$160.51
0035d00006OxGx3AAF,$0.00,$0.00,$0.00,$140.00,$0.00,$0.00,$0.00,$140.00,4/12/2020,0,$140.00,4/12/2020,2020,$140.00
0031Y000068Xx2dQAC,$0.00,$0.00,$0.00,$500.50,$0.00,$0.00,$0.00,$253.00,8/6/2020,0,$247.50,8/28/2020,2020,$500.50
0031Y000068XxuZQAS,$0.00,$0.00,$0.00,$150.00,$225.00,$0.00,$0.00,$25.00,8/6/2020,1,$25.00,10/6/2021,2021,$225.00
0035d00006OxJPXAA3,$0.00,$0.00,$0.00,$75.75,$0.00,$0.00,$0.00,$75.75,10/31/2020,0,$75.75,10/31/2020,2020,$75.75
0031Y000067GvUUQA0,$0.00,$0.00,$0.00,$155.18,"$2,882.00",$0.00,$0.00,$55.00,7/8/2020,0,$902.00,12/14/2021,2021,"$2,882.00"
0035d00006OxGxoAAF,$0.00,$0.00,$0.00,"$2,000.00",$0.00,$0.00,$0.00,"$2,000.00",12/31/2020,0,"$2,000.00",12/31/2020,2020,"$2,000.00"
0031Y00006H1uXiQAJ,$0.00,$0.00,$0.00,$0.00,$660.00,$0.00,$225.00,$55.00,2/16/2021,1,$45.00,8/18/2023,2021,$660.00
0031Y000067ILatQAG,$0.00,$0.00,$0.00,$108.80,$214.40,$348.74,$892.44,$13.60,6/26/2020,1,$74.37,4/23/2024,2023,$892.44
0031Y00006JvfVvQAJ,$0.00,$0.00,$0.00,$0.00,$120.00,$180.00,$165.00,$5.00,4/25/2021,1,$15.00,12/25/2023,2022,$180.00
0031Y000067IQHEQA4,$0.00,$0.00,$0.00,$15.00,$0.00,$0.00,$0.00,$15.00,6/27/2020,0,$15.00,6/27/2020,2020,$15.00
0031Y000068XOvOQAW,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$250.04,12/31/2019,0,$250.04,12/31/2019,2019,$250.04
0035d00006OxGznAAF,$0.00,$0.00,$0.00,$514.24,$0.00,$0.00,$0.00,$307.12,9/18/2020,0,$207.12,9/18/2020,2020,$514.24
0035d00006OxJVmAAN,$0.00,$0.00,$0.00,$437.21,$0.00,$0.00,$0.00,$111.50,9/9/2020,0,$109.23,9/9/2020,2020,$437.21
0031Y000068XP6hQAG,$0.00,$0.00,$199.00,$0.00,$0.00,$0.00,$0.00,$198.80,12/31/2019,0,$198.80,12/31/2019,2019,$198.80
0035d00006OxH0JAAV,$0.00,$0.00,$0.00,"$2,672.16",$0.00,$0.00,$0.00,"$2,672.16",2/19/2020,0,"$2,672.16",2/19/2020,2020,"$2,672.16"
0031Y00006EFo0mQAD,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$0.00,$25.00,12/14/2020,0,$25.00,12/14/2020,2020,$25.00
0031Y000067IQt0QAG,$0.00,$0.00,$0.00,$115.50,$0.00,$0.00,$0.00,$16.50,6/28/2020,1,$16.50,12/28/2020,2020,$115.50
0035d00006OxJX9AAN,$0.00,$0.00,$0.00,$83.85,$0.00,$0.00,$0.00,$83.85,12/9/2020,0,$83.85,12/9/2020,2020,$83.85
0031Y000067IQwwQAG,$0.00,$0.00,$0.00,$60.00,$80.00,$800.00,$200.00,$20.00,6/28/2020,1,$200.00,3/28/2023,2022,$800.00
0031Y000068XP77QAG,$0.00,$0.00,$89.00,$0.00,$0.00,$0.00,$0.00,$89.30,12/31/2019,0,$89.30,12/31/2019,2019,$89.30
0031Y00006EFoaqQAD,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,12/14/2020,0,$100.00,12/14/2020,2020,$100.00
0035d00006OxH0lAAF,$0.00,$0.00,$0.00,"$3,300.00",$0.00,$0.00,$0.00,$300.00,2/20/2020,0,$300.00,1/9/2021,2020,"$3,300.00"
0035d00006OxJZnAAN,$0.00,$0.00,$0.00,$103.44,$0.00,$0.00,$0.00,$103.44,9/9/2020,0,$103.44,9/9/2020,2020,$103.44
0031Y000067IUfxQAG,$0.00,$0.00,$0.00,$400.00,$850.00,"$2,300.00","$2,400.00",$50.00,6/28/2020,1,$200.00,4/28/2024,2023,"$2,400.00"
0031Y000067IUfyQAG,$0.00,$0.00,$0.00,$400.00,$800.00,$600.00,$600.00,$50.00,6/28/2020,1,$50.00,4/28/2024,2021,$800.00
0031Y000067IVZaQAO,$0.00,$0.00,$0.00,$82.50,$0.00,$0.00,$0.00,$27.50,6/28/2020,1,$27.50,12/28/2020,2020,$82.50
0031Y00006JvtezQAB,$0.00,$0.00,$0.00,$0.00,$5.00,$0.00,$0.00,$5.00,4/28/2021,0,$5.00,4/28/2021,2021,$5.00
0035d00006OxH1aAAF,$0.00,$0.00,$0.00,"$1,017.58",$0.00,$0.00,$0.00,"$1,017.58",2/19/2020,0,"$1,017.58",2/19/2020,2020,"$1,017.58"
0031Y000067yswRQAQ,$0.00,$0.00,$0.00,$350.00,$600.00,$600.00,$600.00,$50.00,7/12/2020,1,$50.00,4/12/2024,2021,$600.00
0035d00006OxJajAAF,$0.00,$0.00,$0.00,$101.17,$0.00,$0.00,$0.00,$101.17,2/19/2020,0,$101.17,2/19/2020,2020,$101.17
0031Y000067zB9HQAU,$0.00,$0.00,$0.00,$277.20,$475.20,$475.20,$475.20,$39.60,7/13/2020,1,$39.60,4/13/2024,2021,$475.20
0031Y000068XPAXQA4,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$20.00,8/26/2019,0,$20.00,8/26/2019,2019,$20.00
0031Y000067IdGnQAK,$0.00,$0.00,$0.00,$330.00,$440.00,$540.00,$440.00,$110.00,6/29/2020,1,$110.00,3/29/2024,2022,$540.00
0031Y000067IdaHQAS,$0.00,$0.00,$0.00,$560.00,$840.00,$140.00,$0.00,$70.00,6/29/2020,1,$70.00,3/29/2022,2021,$840.00
0035d00006OxJbwAAF,$0.00,$0.00,$0.00,$128.38,$0.00,$0.00,$0.00,$128.38,8/5/2020,0,$128.38,8/5/2020,2020,$128.38
0031Y00006EFqboQAD,$0.00,$0.00,$0.00,$800.00,"$4,800.00","$4,400.00","$3,000.00",$400.00,12/14/2020,1,$100.00,4/14/2024,2021,"$4,800.00"
0035d00006OxJc3AAF,$0.00,$0.00,$0.00,$37.65,$0.00,$0.00,$0.00,$37.65,2/28/2020,0,$37.65,2/28/2020,2020,$37.65
0031Y00006GyIiCQAV,$0.00,$0.00,$0.00,$82.50,$304.10,$55.00,$316.00,$82.50,12/31/2020,0,$203.00,1/6/2024,2023,$316.00
0035d00006OxH2YAAV,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$300.00,4/15/2020,0,$300.00,4/15/2020,2020,$300.00
0035d00006OxH2yAAF,$0.00,$0.00,$0.00,$720.00,$0.00,$0.00,$0.00,$60.00,2/29/2020,0,$60.00,1/29/2021,2020,$720.00
0031Y00006Jw3sYQAR,$0.00,$0.00,$0.00,$0.00,$5.00,$0.00,$0.00,$5.00,4/30/2021,0,$5.00,4/30/2021,2021,$5.00
0031Y00006Jw4IVQAZ,$0.00,$0.00,$0.00,$0.00,$400.00,$200.00,$0.00,$100.00,4/30/2021,1,$100.00,7/30/2022,2021,$400.00
0031Y00006Jw4TdQAJ,$0.00,$0.00,$0.00,$0.00,$596.00,$490.00,$360.00,$200.00,4/30/2021,0,$30.00,5/4/2024,2021,$596.00
0031Y00006EFrcvQAD,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$50.00,12/14/2020,0,$50.00,12/14/2020,2020,$50.00
0031Y000067zvzbQAA,$0.00,$0.00,$0.00,$380.64,$0.00,$0.00,$0.00,$119.90,7/14/2020,0,$55.59,9/1/2020,2020,$380.64
0031Y00006EFrduQAD,$0.00,$0.00,$0.00,"$1,000.00","$26,000.00","$6,000.00","$6,000.00",$500.00,12/14/2020,1,$500.00,4/14/2024,2021,"$26,000.00"
0031Y000067zyvdQAA,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$500.00,7/15/2020,0,$500.00,7/15/2020,2020,$500.00
0031Y00006809ZwQAI,$0.00,$0.00,$0.00,"$3,500.00","$4,500.00",$0.00,$0.00,$500.00,7/15/2020,1,$500.00,10/15/2021,2021,"$4,500.00"
0031Y000068XPHEQA4,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$0.65,4/2/2019,0,$0.65,4/2/2019,2019,$0.65
0031Y00006EFriAQAT,$0.00,$0.00,$0.00,$200.00,$600.00,$0.00,$0.00,$100.00,12/14/2020,1,$100.00,7/14/2021,2021,$600.00
0035d00006OxH3yAAF,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$300.00,1/18/2021,0,$300.00,1/18/2021,2020,$300.00
0031Y00006EFrvxQAD,$0.00,$0.00,$0.00,$100.00,$400.00,$0.00,$0.00,$50.00,12/14/2020,1,$50.00,9/14/2021,2021,$400.00
0031Y00006IrRkAQAV,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,2/21/2021,0,$50.00,2/21/2021,2021,$50.00
0035d00006OxH4VAAV,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$300.00,12/28/2020,0,$300.00,12/28/2020,2020,$300.00
0031Y000068XPIXQA4,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$200.00,6/18/2019,0,$200.00,6/18/2019,2019,$200.00
0031Y00006GyJ9sQAF,$0.00,$0.00,$0.00,$252.00,$0.00,$0.00,$0.00,$252.00,12/31/2020,0,$252.00,12/31/2020,2020,$252.00
0035d00006OxH4kAAF,$0.00,$0.00,$0.00,$180.00,$0.00,$0.00,$0.00,$60.00,11/25/2020,0,$60.00,1/25/2021,2020,$180.00
0031Y0000680v1ZQAQ,$0.00,$0.00,$0.00,$210.00,$485.00,$270.00,$0.00,$30.00,7/16/2020,1,$25.00,7/1/2022,2021,$485.00
0031Y00006EFuVtQAL,$0.00,$0.00,$0.00,$1.08,$0.00,$0.00,$0.00,$0.93,12/15/2020,0,$0.15,12/15/2020,2020,$1.08
0031Y000068XPJHQA4,$0.00,$0.00,$36.00,$0.00,$0.00,$0.00,$0.00,$10.42,6/16/2019,0,$26.05,12/12/2019,2019,$36.47
0031Y00006IrTRQQA3,$0.00,$0.00,$0.00,$0.00,$100.00,$15.00,$0.00,$5.00,2/22/2021,1,$15.00,2/22/2022,2021,$100.00
0031Y00006GyJGsQAN,$0.00,$0.00,$0.00,$50.00,$515.00,$0.00,$0.00,$50.00,12/31/2020,0,$515.00,12/1/2021,2021,$515.00
0035d00006OxJjjAAF,$0.00,$0.00,$0.00,$37.82,$0.00,$0.00,$0.00,$37.82,9/1/2020,0,$37.82,9/1/2020,2020,$37.82
0031Y0000681IpAQAU,$0.00,$0.00,$0.00,$440.00,$0.00,$0.00,$0.00,$330.00,7/17/2020,0,$110.00,1/21/2021,2020,$440.00
0031Y00006EFv8RQAT,$0.00,$0.00,$0.00,$495.00,$0.00,$0.00,$0.00,$495.00,12/15/2020,0,$495.00,12/15/2020,2020,$495.00
0031Y000067J1a9QAC,$0.00,$0.00,$0.00,$115.00,$0.00,$0.00,$150.00,$15.00,7/2/2020,0,$150.00,3/31/2023,2023,$150.00
0035d00006OxJk3AAF,$0.00,$0.00,$0.00,$234.92,$0.00,$0.00,$0.00,$117.08,12/28/2020,0,$117.84,1/28/2021,2020,$234.92
0031Y000067J3ebQAC,$0.00,$0.00,$0.00,"$4,000.00",$0.00,$0.00,$0.00,"$4,000.00",7/7/2020,0,"$4,000.00",7/7/2020,2020,"$4,000.00"
0031Y00006IrYVVQA3,$0.00,$0.00,$0.00,$0.00,$199.98,$0.00,$0.00,$99.99,2/23/2021,0,$99.99,2/23/2021,2021,$199.98
0031Y00006IrZxqQAF,$0.00,$0.00,$0.00,$0.00,$77.00,$0.00,$0.00,$77.00,2/23/2021,0,$77.00,2/23/2021,2021,$77.00
0031Y000067J82XQAS,$0.00,$0.00,$0.00,$924.00,$0.00,$0.00,$0.00,$132.00,7/3/2020,1,$132.00,1/3/2021,2020,$924.00
0035d00006OxH83AAF,$0.00,$0.00,$0.00,"$1,500.00",$0.00,$0.00,$0.00,"$1,500.00",12/13/2020,0,"$1,500.00",12/13/2020,2020,"$1,500.00"
0035d00006OxJmfAAF,$0.00,$0.00,$0.00,$22.59,$0.00,$0.00,"$8,911.45",$22.59,2/15/2020,0,"$1,666.66",4/20/2024,2023,"$8,911.45"
0031Y00006GyLeTQAV,$0.00,$0.00,$0.00,$50.00,$600.00,$50.00,$0.00,$50.00,1/1/2021,1,$50.00,2/1/2022,2021,$600.00
0031Y000067JVlmQAG,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,7/20/2020,0,$20.00,7/20/2020,2020,$20.00
0031Y000067JmHMQA0,$0.00,$0.00,$0.00,$77.00,$132.00,$55.00,$0.00,$11.00,7/21/2020,1,$11.00,6/21/2022,2021,$132.00
0031Y000068Y5YTQA0,$0.00,$0.00,$0.00,$264.00,$528.00,$528.00,$440.00,$44.00,8/7/2020,1,$44.00,12/26/2023,2021,$528.00
0035d00006OxH94AAF,$0.00,$0.00,$0.00,$270.00,$0.00,$0.00,$0.00,$270.00,12/9/2020,0,$270.00,12/9/2020,2020,$270.00
0031Y000068XPc6QAG,$0.00,$0.00,$994.00,$0.00,$0.00,$0.00,$0.00,$994.00,12/31/2019,0,$994.00,12/31/2019,2019,$994.00
0035d00006OxJpGAAV,$0.00,$0.00,$0.00,$504.34,$0.00,$0.00,$0.00,$504.34,2/19/2020,0,$504.34,2/19/2020,2020,$504.34
0031Y000067JtdsQAC,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,7/21/2020,0,$100.00,7/21/2020,2020,$100.00
0031Y000068Y9DKQA0,$0.00,$0.00,$0.00,$30.00,$0.00,$0.00,$0.00,$30.00,8/7/2020,0,$30.00,8/7/2020,2020,$30.00
0031Y000067KG67QAG,$0.00,$0.00,$0.00,$50.00,$100.00,$0.00,$0.00,$50.00,7/22/2020,0,$100.00,8/1/2021,2021,$100.00
0031Y000067KIwbQAG,$0.00,$0.00,$0.00,$54.00,$0.00,$0.00,$0.00,$54.00,7/22/2020,0,$54.00,7/22/2020,2020,$54.00
0031Y000068YBCmQAO,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,$0.00,$600.00,8/8/2020,0,$600.00,8/8/2020,2020,$600.00
0031Y000068YCBqQAO,$0.00,$0.00,$0.00,$21.00,$0.00,$0.00,$0.00,$10.00,8/8/2020,0,$11.00,9/18/2020,2020,$21.00
0031Y00006IrmbwQAB,$0.00,$0.00,$0.00,$0.00,$120.00,$0.00,$0.00,$120.00,2/26/2021,0,$120.00,2/26/2021,2021,$120.00
0031Y00006EFxe6QAD,$0.00,$0.00,$0.00,$40.00,$0.00,$0.00,$0.00,$40.00,12/15/2020,0,$40.00,12/15/2020,2020,$40.00
0031Y000067LNqVQAW,$0.00,$0.00,$0.00,$350.00,$250.00,$0.00,$0.00,$50.00,7/24/2020,1,$50.00,7/6/2021,2020,$350.00
0031Y00006EFyKOQA1,$0.00,$0.00,$0.00,"$1,100.00",$0.00,$0.00,$0.00,"$1,100.00",12/15/2020,0,"$1,100.00",12/15/2020,2020,"$1,100.00"
0031Y000068YNghQAG,$0.00,$0.00,$0.00,$198.00,$396.00,$363.00,$33.00,$33.00,8/10/2020,1,$33.00,2/10/2023,2021,$396.00
0035d00006OxHC0AAN,$0.00,$0.00,$0.00,$660.00,$0.00,$0.00,$0.00,$60.00,3/20/2020,0,$60.00,1/20/2021,2020,$660.00
0031Y000068YShCQAW,$0.00,$0.00,$0.00,$55.00,$0.00,$0.00,$0.00,$55.00,8/11/2020,0,$55.00,8/11/2020,2020,$55.00
0031Y00006JwUD7QAN,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$0.00,$55.00,5/7/2021,0,$55.00,5/7/2021,2021,$55.00
0031Y00006EFyigQAD,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$100.00,12/15/2020,0,$100.00,12/15/2020,2020,$300.00
0031Y00006EFyspQAD,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$100.00,12/15/2020,1,$100.00,1/15/2021,2020,$200.00
0031Y00006EFzECQA1,$0.00,$0.00,$0.00,$125.00,$0.00,$0.00,$0.00,$125.00,12/16/2020,0,$125.00,12/16/2020,2020,$125.00
0031Y00006JwWZEQA3,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,5/7/2021,0,$20.00,5/7/2021,2021,$20.00
0031Y000067LWuNQAW,$0.00,$0.00,$0.00,"$10,290.00",$0.00,$0.00,$0.00,"$5,145.00",6/8/2020,0,"$5,145.00",6/8/2020,2020,"$10,290.00"
0031Y000067LWvBQAW,$0.00,$0.00,$0.00,$105.00,$412.00,$0.00,$0.00,$25.00,6/29/2020,0,$100.00,12/26/2021,2021,$412.00
0035d00006ftBxMAAU,$0.00,$0.00,$0.00,$0.00,$0.00,$350.00,$0.00,$50.00,4/2/2022,1,$50.00,10/2/2022,2022,$350.00
0031Y000067LZ6jQAG,$0.00,$0.00,$0.00,$11.00,$0.00,$0.00,$0.00,$11.00,7/24/2020,0,$11.00,7/24/2020,2020,$11.00
0035d00006OxJzZAAV,$0.00,$0.00,$0.00,$508.49,$0.00,$0.00,$0.00,$508.49,6/29/2020,0,$508.49,6/29/2020,2020,$508.49
0035d00006OxJzsAAF,$0.00,$0.00,$0.00,"$3,347.69",$0.00,$0.00,$0.00,"$1,118.83",2/19/2020,0,"$2,228.86",6/29/2020,2020,"$3,347.69"
0031Y00006Irsk1QAB,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$500.00,2/28/2021,0,$500.00,2/28/2021,2021,$500.00
0031Y00006GyPSZQA3,$0.00,$0.00,$0.00,$82.50,$157.50,$0.00,$0.00,$82.50,1/2/2021,1,$25.00,5/2/2021,2021,$157.50
0031Y00006MFJ83QAH,$0.00,$0.00,$0.00,$0.00,"$20,000.00",$0.00,$0.00,"$20,000.00",5/7/2021,0,"$20,000.00",5/7/2021,2021,"$20,000.00"
0031Y00006MFJJAQA5,$0.00,$0.00,$0.00,$0.00,$60.00,$20.00,$25.00,$20.00,5/10/2021,0,$25.00,12/31/2023,2021,$60.00
0031Y000068ZEVAQA4,$0.00,$0.00,$0.00,"$2,000.00",$0.00,$0.00,$0.00,"$1,000.00",8/17/2020,0,"$1,000.00",10/11/2020,2020,"$2,000.00"
0031Y00006EEZSCQA5,$0.00,$0.00,$0.00,$22.00,$0.00,$0.00,$0.00,$22.00,12/1/2020,0,$22.00,12/1/2020,2020,$22.00
0031Y000068XPowQAG,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$44.65,12/31/2019,0,$44.65,12/31/2019,2019,$44.65
0031Y00006EG3y0QAD,$0.00,$0.00,$0.00,$20.00,$0.00,$12.00,$0.00,$20.00,12/16/2020,0,$12.00,11/30/2022,2020,$20.00
0031Y000068XPpiQAG,$0.00,$0.00,$134.00,$0.00,$0.00,$0.00,$0.00,$133.95,12/31/2019,0,$133.95,12/31/2019,2019,$133.95
0031Y00006GySKtQAN,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$500.00,1/3/2021,0,$500.00,1/3/2021,2020,$500.00
0031Y000068XA02QAG,$0.00,$0.00,$0.00,$84.70,$12.10,$0.00,$0.00,$12.10,7/30/2020,1,$12.10,3/1/2021,2020,$84.70
0031Y00006GySN3QAN,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$500.00,1/3/2021,0,$500.00,1/3/2021,2020,$500.00
0031Y00006B7iY9QAJ,$0.00,$0.00,$0.00,$20.00,$40.00,$0.00,$0.00,$10.00,9/25/2020,1,$10.00,12/25/2021,2021,$40.00
0035d00006OxHJPAA3,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,4/22/2020,0,$20.00,4/22/2020,2020,$20.00
0031Y00006B7jbQQAR,$0.00,$0.00,$0.00,$950.00,$0.00,$0.00,$0.00,$250.00,9/26/2020,0,$700.00,12/31/2020,2020,$950.00
0031Y00006GM9SzQAL,$0.00,$0.00,$0.00,$136.00,$0.00,$0.00,$0.00,$136.00,12/17/2020,0,$136.00,12/17/2020,2020,$136.00
0031Y000068XJhJQAW,$0.00,$0.00,$0.00,$27.00,$11.00,$20.00,$0.00,$12.00,8/1/2020,0,$20.00,2/2/2022,2020,$27.00
0031Y00006MFMyjQAH,$0.00,$0.00,$0.00,$0.00,$11.92,$0.00,$0.00,$11.92,4/15/2021,0,$11.92,4/15/2021,2021,$11.92
0031Y00006GM9f0QAD,$0.00,$0.00,$0.00,$100.00,$600.00,$900.00,"$1,200.00",$50.00,12/17/2020,1,$100.00,4/20/2024,2023,"$1,200.00"
0031Y00006GyTCOQA3,$0.00,$0.00,$0.00,$110.00,$0.00,$0.00,$0.00,$110.00,1/3/2021,0,$110.00,1/3/2021,2020,$110.00
0031Y00006B7kSPQAZ,$0.00,$0.00,$0.00,$33.00,$0.00,$0.00,$0.00,$33.00,9/27/2020,1,$33.00,9/27/2020,2020,$33.00
0031Y000068XKNfQAO,$0.00,$0.00,$0.00,$500.00,$300.00,$0.00,$410.00,$500.00,8/1/2020,0,$410.00,7/14/2023,2020,$500.00
0035d00006OxHK9AAN,$0.00,$0.00,$0.00,$422.94,$0.00,$0.00,$0.00,$140.98,12/9/2020,0,$140.98,12/9/2020,2020,$422.94
0031Y000068XPtUQAW,$0.00,$0.00,$89.00,$0.00,$0.00,$0.00,$0.00,$89.30,12/31/2019,0,$89.30,12/31/2019,2019,$89.30
0035d00006OxHKOAA3,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,4/2/2020,0,$20.00,4/2/2020,2020,$20.00
0035d00006OxHKQAA3,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$20.00,4/10/2020,0,$20.00,1/10/2021,2020,$200.00
0031Y000068M18HQAS,$0.00,$0.00,$0.00,$594.00,$396.00,$0.00,$0.00,$99.00,8/19/2020,1,$99.00,5/19/2021,2020,$594.00
0035d00006OxHKqAAN,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$200.00,6/11/2020,0,$200.00,6/11/2020,2020,$200.00
0035d00006OxKTQAA3,$0.00,$0.00,$0.00,$36.13,$0.00,$0.00,$0.00,$36.13,9/30/2020,0,$36.13,9/30/2020,2020,$36.13
0031Y00006GyUoYQAV,$0.00,$0.00,$0.00,$100.00,"$1,600.00","$2,150.00","$2,040.00",$100.00,1/4/2021,1,$170.00,4/13/2024,2022,"$2,150.00"
0031Y000068XPuVQAW,$0.00,$0.00,$447.00,$0.00,$0.00,$0.00,$0.00,$446.50,12/31/2019,0,$446.50,12/31/2019,2019,$446.50
0035d00006OxKTgAAN,$0.00,$0.00,$0.00,$65.22,$0.00,$0.00,$0.00,$65.22,5/28/2020,0,$65.22,5/28/2020,2020,$65.22
0031Y00006B7ladQAB,$0.00,$0.00,$0.00,$105.00,$0.00,$0.00,$0.00,$55.00,9/27/2020,0,$50.00,11/19/2020,2020,$105.00
0031Y000068M46iQAC,$0.00,$0.00,$0.00,$324.00,$714.00,$528.00,$0.00,$54.00,8/20/2020,1,$66.00,9/27/2022,2021,$714.00
0031Y00006GyV72QAF,$0.00,$0.00,$0.00,$25.00,$300.00,$125.00,$0.00,$25.00,1/4/2021,1,$25.00,6/4/2022,2021,$300.00
0035d00006OxHLdAAN,$0.00,$0.00,$0.00,$240.00,$0.00,$0.00,$0.00,$20.00,2/27/2020,0,$20.00,1/27/2021,2020,$240.00
0031Y000068MBAYQA4,$0.00,$0.00,$0.00,$240.00,$480.00,$480.00,$480.00,$40.00,8/21/2020,1,$40.00,4/21/2024,2021,$480.00
0035d00006OxKcKAAV,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$25.00,7/22/2021,0,$25.00,7/22/2021,2021,$25.00
0031Y000068XLbsQAG,$0.00,$0.00,"$2,230.00",$0.00,$0.00,$0.00,$0.00,$669.14,4/22/2019,0,$892.19,12/31/2019,2019,"$2,230.48"
0031Y00006B7xICQAZ,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$0.00,$30.00,9/29/2020,1,$30.00,1/29/2021,2020,$150.00
0031Y000068XLbvQAG,$0.00,$0.00,"$1,636.00",$0.00,$0.00,$0.00,$0.00,"$1,635.69",12/30/2019,0,"$1,635.69",12/30/2019,2019,"$1,635.69"
0031Y00006GMDjGQAX,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,12/17/2020,0,$100.00,12/17/2020,2020,$100.00
0031Y00006GMDrXQAX,$0.00,$0.00,$0.00,$10.00,$0.00,$0.00,$0.00,$10.00,12/17/2020,0,$10.00,12/17/2020,2020,$10.00
0031Y00006B7zvNQAR,$0.00,$0.00,$0.00,$124.46,$0.00,$0.00,$0.00,$100.00,9/29/2020,0,$24.46,12/22/2020,2020,$124.46
0031Y000068MORuQAO,$0.00,$0.00,$0.00,$16.50,$0.00,$0.00,$0.00,$16.50,8/23/2020,0,$16.50,8/23/2020,2020,$16.50
0031Y00006GME76QAH,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$0.00,$150.00,12/17/2020,0,$150.00,12/17/2020,2020,$150.00
0035d00006OxHNhAAN,$0.00,$0.00,$0.00,"$1,400.00",$0.00,$0.00,$0.00,$200.00,5/28/2020,0,$500.00,8/26/2020,2020,"$1,400.00"
0031Y00006MFX7fQAH,$0.00,$0.00,$0.00,$0.00,"$3,200.00",$0.00,$0.00,"$3,200.00",5/13/2021,0,"$3,200.00",5/13/2021,2021,"$3,200.00"
0031Y00006MFZHqQAP,$0.00,$0.00,$0.00,$0.00,$22.00,$110.00,$0.00,$22.00,5/13/2021,0,$110.00,7/22/2022,2022,$110.00
0031Y00006GycVWQAZ,$0.00,$0.00,$0.00,$16.50,$209.00,$264.00,$0.00,$16.50,1/5/2021,1,$22.00,1/14/2023,2022,$264.00
0031Y00006B8Fk7QAF,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$50.00,10/1/2020,1,$50.00,1/1/2021,2020,$100.00
0031Y00006B8GiOQAV,$0.00,$0.00,$0.00,$999.92,"$2,475.00","$2,970.00","$2,722.50",$249.98,10/1/2020,1,$247.50,5/4/2024,2022,"$2,970.00"
0031Y00006MFdvtQAD,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,5/15/2021,0,$50.00,5/15/2021,2021,$50.00
0035d00006OxHPqAAN,$0.00,$0.00,$0.00,"$1,008.06",$0.00,$0.00,$0.00,$336.02,2/19/2020,0,$336.02,2/19/2020,2020,"$1,008.06"
0031Y00006MFe4HQAT,$0.00,$0.00,$0.00,$0.00,$180.00,$240.00,$200.00,$20.00,5/15/2021,1,$20.00,4/15/2024,2022,$240.00
0031Y000068XQ4zQAG,$0.00,$0.00,$223.00,$0.00,$0.00,$0.00,$0.00,$223.25,12/31/2019,0,$223.25,12/31/2019,2019,$223.25
